id,sleepday,totalhoursasleep,totalhoursinbed
1503960366,"2016-04-12 00:00:00",5.45,5.77
1503960366,"2016-04-13 00:00:00",6.4,6.78
1503960366,"2016-04-15 00:00:00",6.87,7.37
1503960366,"2016-04-16 00:00:00",5.67,6.12
1503960366,"2016-04-17 00:00:00",11.67,11.87
1503960366,"2016-04-19 00:00:00",5.07,5.33
1503960366,"2016-04-20 00:00:00",6,6.28
1503960366,"2016-04-21 00:00:00",5.42,6.07
1503960366,"2016-04-23 00:00:00",6.02,6.4
1503960366,"2016-04-24 00:00:00",7.17,7.48
1503960366,"2016-04-25 00:00:00",4.62,5.38
1503960366,"2016-04-26 00:00:00",4.08,4.57
1503960366,"2016-04-28 00:00:00",6.1,6.55
1503960366,"2016-04-29 00:00:00",5.68,5.9
1503960366,"2016-04-30 00:00:00",6.73,7.08
1503960366,"2016-05-01 00:00:00",6.15,6.6
1503960366,"2016-05-02 00:00:00",4.62,5.15
1503960366,"2016-05-03 00:00:00",4.55,4.93
1503960366,"2016-05-05 00:00:00",4.12,4.4
1503960366,"2016-05-06 00:00:00",5.57,6.12
1503960366,"2016-05-07 00:00:00",5.52,5.82
1503960366,"2016-05-08 00:00:00",9.9,10.18
1503960366,"2016-05-09 00:00:00",5.63,5.7
1503960366,"2016-05-10 00:00:00",6.38,6.72
1503960366,"2016-05-11 00:00:00",4.75,5.1
2026352035,"2016-04-12 00:00:00",8.38,9.1
2026352035,"2016-04-13 00:00:00",8.85,9.42
2026352035,"2016-04-14 00:00:00",9.08,9.47
2026352035,"2016-04-15 00:00:00",8.72,9.55
2026352035,"2016-04-16 00:00:00",8.73,9.45
2026352035,"2016-04-17 00:00:00",7.28,8.3
2026352035,"2016-04-19 00:00:00",8.3,9
2026352035,"2016-04-20 00:00:00",7.68,8.5
2026352035,"2016-04-21 00:00:00",7.95,8.57
2026352035,"2016-04-22 00:00:00",8.67,9.08
2026352035,"2016-04-23 00:00:00",8.7,9.23
2026352035,"2016-04-24 00:00:00",9.25,9.85
2026352035,"2016-04-25 00:00:00",8.43,8.85
2026352035,"2016-04-27 00:00:00",8.47,9.08
2026352035,"2016-04-28 00:00:00",8.55,9.08
2026352035,"2016-04-29 00:00:00",8.17,8.5
2026352035,"2016-04-30 00:00:00",9.55,10.12
2026352035,"2016-05-01 00:00:00",8.78,9.1
2026352035,"2016-05-02 00:00:00",8.52,9.05
2026352035,"2016-05-04 00:00:00",8.97,9.33
2026352035,"2016-05-05 00:00:00",7.8,8.08
2026352035,"2016-05-06 00:00:00",8.73,9.13
2026352035,"2016-05-07 00:00:00",8.52,8.68
2026352035,"2016-05-08 00:00:00",9.02,9.47
2026352035,"2016-05-09 00:00:00",8.85,9.27
2026352035,"2016-05-10 00:00:00",5.95,6.33
2026352035,"2016-05-11 00:00:00",8.72,9.22
2026352035,"2016-05-12 00:00:00",7.6,8.08
3977333714,"2016-04-12 00:00:00",4.57,7.82
3977333714,"2016-04-13 00:00:00",4.92,7.6
3977333714,"2016-04-14 00:00:00",4.85,6.62
3977333714,"2016-04-15 00:00:00",7.07,9.27
3977333714,"2016-04-16 00:00:00",4.72,8.5
3977333714,"2016-04-17 00:00:00",6.35,9.43
3977333714,"2016-04-18 00:00:00",6.87,8.7
3977333714,"2016-04-19 00:00:00",3.65,6.58
3977333714,"2016-04-20 00:00:00",2.53,5.08
3977333714,"2016-04-21 00:00:00",5.53,8.53
3977333714,"2016-04-22 00:00:00",5.92,7.93
3977333714,"2016-04-23 00:00:00",3.92,6.2
3977333714,"2016-04-24 00:00:00",5.17,8.77
3977333714,"2016-04-25 00:00:00",4.37,7.78
3977333714,"2016-04-26 00:00:00",4.17,6.18
3977333714,"2016-04-27 00:00:00",5.82,9
3977333714,"2016-04-28 00:00:00",4.35,7.05
3977333714,"2016-04-29 00:00:00",5.55,7.97
3977333714,"2016-04-30 00:00:00",3.95,6.37
3977333714,"2016-05-01 00:00:00",6.38,10.43
3977333714,"2016-05-02 00:00:00",3.83,6.4
3977333714,"2016-05-03 00:00:00",4.87,8.33
3977333714,"2016-05-04 00:00:00",3.55,5.6
3977333714,"2016-05-05 00:00:00",5.3,8
3977333714,"2016-05-06 00:00:00",5.38,8.53
3977333714,"2016-05-07 00:00:00",3.95,7.38
3977333714,"2016-05-08 00:00:00",4.32,7.6
3977333714,"2016-05-10 00:00:00",5.2,7.53
4319703577,"2016-04-14 00:00:00",8.92,9.28
4319703577,"2016-04-15 00:00:00",7.75,8.18
4319703577,"2016-04-16 00:00:00",8.43,8.7
4319703577,"2016-04-18 00:00:00",8.58,9.18
4319703577,"2016-04-19 00:00:00",7.68,8.3
4319703577,"2016-04-20 00:00:00",8.72,9.05
4319703577,"2016-04-21 00:00:00",0.98,1.08
4319703577,"2016-04-22 00:00:00",8.88,9.17
4319703577,"2016-04-23 00:00:00",11.53,12.03
4319703577,"2016-04-24 00:00:00",7.78,8.35
4319703577,"2016-04-25 00:00:00",8.13,8.43
4319703577,"2016-04-26 00:00:00",8.42,8.6
4319703577,"2016-04-27 00:00:00",4.77,5.12
4319703577,"2016-04-28 00:00:00",8.28,8.7
4319703577,"2016-04-29 00:00:00",8.72,9.1
4319703577,"2016-04-30 00:00:00",8.17,8.6
4319703577,"2016-05-01 00:00:00",8.07,8.33
4319703577,"2016-05-02 00:00:00",7.97,8.43
4319703577,"2016-05-03 00:00:00",7.9,8.53
4319703577,"2016-05-06 00:00:00",7.5,8.18
4319703577,"2016-05-07 00:00:00",8.45,8.83
4319703577,"2016-05-08 00:00:00",10.03,10.63
4319703577,"2016-05-09 00:00:00",8.92,9.42
4319703577,"2016-05-10 00:00:00",8.12,8.62
4319703577,"2016-05-11 00:00:00",8.82,9.3
4319703577,"2016-05-12 00:00:00",5.03,5.35
4388161847,"2016-04-15 00:00:00",8.32,8.77
4388161847,"2016-04-16 00:00:00",7.1,7.47
4388161847,"2016-04-17 00:00:00",10.32,10.68
4388161847,"2016-04-18 00:00:00",1.65,1.73
4388161847,"2016-04-19 00:00:00",5.48,5.63
4388161847,"2016-04-20 00:00:00",7.02,7.52
4388161847,"2016-04-21 00:00:00",7.37,7.63
4388161847,"2016-04-22 00:00:00",1.37,1.42
4388161847,"2016-04-23 00:00:00",7.97,8.35
4388161847,"2016-04-24 00:00:00",9.2,9.92
4388161847,"2016-04-26 00:00:00",5.32,5.77
4388161847,"2016-04-27 00:00:00",7.32,8.33
4388161847,"2016-04-28 00:00:00",7.13,7.63
4388161847,"2016-04-30 00:00:00",6.82,7.17
4388161847,"2016-05-01 00:00:00",9.12,9.95
4388161847,"2016-05-02 00:00:00",6.13,6.27
4388161847,"2016-05-04 00:00:00",6.5,6.9
4388161847,"2016-05-05 00:00:00",7.85,8.25
4388161847,"2016-05-07 00:00:00",7.87,8.27
4388161847,"2016-05-08 00:00:00",8.82,9.02
4388161847,"2016-05-09 00:00:00",1.03,1.08
4388161847,"2016-05-10 00:00:00",5.9,6.25
4388161847,"2016-05-11 00:00:00",7.82,8.23
4445114986,"2016-04-12 00:00:00",7.15,7.62
4445114986,"2016-04-13 00:00:00",6.17,6.77
4445114986,"2016-04-14 00:00:00",7.35,8.2
4445114986,"2016-04-15 00:00:00",5.62,6.32
4445114986,"2016-04-16 00:00:00",7.7,8.32
4445114986,"2016-04-17 00:00:00",1.63,1.78
4445114986,"2016-04-19 00:00:00",6.47,7.07
4445114986,"2016-04-20 00:00:00",7.32,7.7
4445114986,"2016-04-21 00:00:00",7.27,7.82
4445114986,"2016-04-22 00:00:00",6.47,6.95
4445114986,"2016-04-25 00:00:00",5.47,5.75
4445114986,"2016-04-26 00:00:00",5.88,6.52
4445114986,"2016-04-27 00:00:00",5.53,6.23
4445114986,"2016-04-28 00:00:00",6.98,7.37
4445114986,"2016-04-29 00:00:00",1.77,1.8
4445114986,"2016-04-30 00:00:00",5.37,5.88
4445114986,"2016-05-01 00:00:00",7.32,7.65
4445114986,"2016-05-02 00:00:00",8.37,9.03
4445114986,"2016-05-03 00:00:00",6.95,7.5
4445114986,"2016-05-04 00:00:00",5.62,6.05
4445114986,"2016-05-05 00:00:00",7.7,8.55
4445114986,"2016-05-06 00:00:00",6.23,6.7
4445114986,"2016-05-07 00:00:00",6.68,7.27
4445114986,"2016-05-08 00:00:00",6.02,6.52
4445114986,"2016-05-09 00:00:00",7.62,8.88
4445114986,"2016-05-10 00:00:00",6.75,7.1
4445114986,"2016-05-11 00:00:00",8.32,8.83
4445114986,"2016-05-12 00:00:00",8.05,8.35
4702921684,"2016-04-12 00:00:00",7.08,7.32
4702921684,"2016-04-13 00:00:00",6.67,7.17
4702921684,"2016-04-14 00:00:00",6.4,6.92
4702921684,"2016-04-15 00:00:00",4.22,4.28
4702921684,"2016-04-16 00:00:00",6.37,6.77
4702921684,"2016-04-17 00:00:00",9.85,10.2
4702921684,"2016-04-18 00:00:00",4.88,5.2
4702921684,"2016-04-19 00:00:00",7.62,8.12
4702921684,"2016-04-20 00:00:00",7.57,7.8
4702921684,"2016-04-21 00:00:00",7.08,7.23
4702921684,"2016-04-23 00:00:00",7.75,7.92
4702921684,"2016-04-24 00:00:00",8,8.43
4702921684,"2016-04-25 00:00:00",6.17,6.33
4702921684,"2016-04-26 00:00:00",7.02,7.15
4702921684,"2016-04-27 00:00:00",7.2,7.48
4702921684,"2016-04-28 00:00:00",7.37,7.68
4702921684,"2016-04-29 00:00:00",7.22,7.45
4702921684,"2016-04-30 00:00:00",7.98,8.35
4702921684,"2016-05-03 00:00:00",5.45,6.22
4702921684,"2016-05-04 00:00:00",6.87,7.23
4702921684,"2016-05-05 00:00:00",6.9,7.13
4702921684,"2016-05-06 00:00:00",6.73,7.48
4702921684,"2016-05-07 00:00:00",8.67,9.05
4702921684,"2016-05-09 00:00:00",7.25,7.63
4702921684,"2016-05-10 00:00:00",6.93,7.18
4702921684,"2016-05-11 00:00:00",5.9,6.1
4702921684,"2016-05-12 00:00:00",6.73,7.37
5553957443,"2016-04-12 00:00:00",7.35,7.73
5553957443,"2016-04-13 00:00:00",7.58,8.13
5553957443,"2016-04-14 00:00:00",5.95,6.97
5553957443,"2016-04-15 00:00:00",6.28,6.82
5553957443,"2016-04-16 00:00:00",10.85,11.43
5553957443,"2016-04-17 00:00:00",5.83,6.7
5553957443,"2016-04-18 00:00:00",8.67,9.02
5553957443,"2016-04-19 00:00:00",5.95,6.83
5553957443,"2016-04-20 00:00:00",10.97,11.3
5553957443,"2016-04-21 00:00:00",6.65,7.18
5553957443,"2016-04-22 00:00:00",5.37,5.88
5553957443,"2016-04-23 00:00:00",10.52,12.08
5553957443,"2016-04-24 00:00:00",9.22,10.67
5553957443,"2016-04-25 00:00:00",7.22,7.8
5553957443,"2016-04-26 00:00:00",6.87,7.55
5553957443,"2016-04-27 00:00:00",5.78,6.52
5553957443,"2016-04-28 00:00:00",7.02,7.62
5553957443,"2016-04-29 00:00:00",7.5,8.25
5553957443,"2016-04-30 00:00:00",12.92,14.05
5553957443,"2016-05-01 00:00:00",10.37,11.43
5553957443,"2016-05-02 00:00:00",6.82,7.85
5553957443,"2016-05-03 00:00:00",6.33,7.15
5553957443,"2016-05-04 00:00:00",7.45,7.83
5553957443,"2016-05-05 00:00:00",6.98,7.73
5553957443,"2016-05-06 00:00:00",6.67,7.23
5553957443,"2016-05-07 00:00:00",7.37,7.83
5553957443,"2016-05-08 00:00:00",9.47,10.13
5553957443,"2016-05-09 00:00:00",7.55,8.23
5553957443,"2016-05-10 00:00:00",6.97,7.38
5553957443,"2016-05-11 00:00:00",7.72,8.1
5553957443,"2016-05-12 00:00:00",7.3,7.92
5577150313,"2016-04-12 00:00:00",6.98,7.3
5577150313,"2016-04-13 00:00:00",7.2,7.63
5577150313,"2016-04-14 00:00:00",7.95,8.28
5577150313,"2016-04-15 00:00:00",6.53,6.88
5577150313,"2016-04-16 00:00:00",6.77,7.42
5577150313,"2016-04-17 00:00:00",9.15,9.72
5577150313,"2016-04-18 00:00:00",8.78,9.22
5577150313,"2016-04-19 00:00:00",7.48,7.75
5577150313,"2016-04-20 00:00:00",7.45,8
5577150313,"2016-04-21 00:00:00",6.9,7.28
5577150313,"2016-04-22 00:00:00",5.63,6.1
5577150313,"2016-04-23 00:00:00",6.4,6.7
5577150313,"2016-04-24 00:00:00",9.05,10.25
5577150313,"2016-04-25 00:00:00",7.02,7.68
5577150313,"2016-04-26 00:00:00",5.9,6.28
5577150313,"2016-04-27 00:00:00",7.07,7.53
5577150313,"2016-04-28 00:00:00",6.02,6.2
5577150313,"2016-04-29 00:00:00",7.65,8.08
5577150313,"2016-04-30 00:00:00",6.87,7.22
5577150313,"2016-05-01 00:00:00",6.32,6.63
5577150313,"2016-05-02 00:00:00",8.75,9.22
5577150313,"2016-05-03 00:00:00",8.47,9.05
5577150313,"2016-05-04 00:00:00",10.05,10.57
5577150313,"2016-05-05 00:00:00",1.23,1.3
5577150313,"2016-05-10 00:00:00",8.4,9.37
5577150313,"2016-05-11 00:00:00",7.18,7.93
6962181067,"2016-04-12 00:00:00",6.1,6.45
6962181067,"2016-04-13 00:00:00",10.5,11.32
6962181067,"2016-04-14 00:00:00",8.47,8.92
6962181067,"2016-04-15 00:00:00",6.17,6.43
6962181067,"2016-04-16 00:00:00",5.95,6.1
6962181067,"2016-04-17 00:00:00",7.12,7.43
6962181067,"2016-04-18 00:00:00",7.37,7.63
6962181067,"2016-04-19 00:00:00",7.93,8.92
6962181067,"2016-04-20 00:00:00",6.97,7.07
6962181067,"2016-04-21 00:00:00",7.52,7.62
6962181067,"2016-04-22 00:00:00",7.08,7.25
6962181067,"2016-04-23 00:00:00",8.8,9.1
6962181067,"2016-04-24 00:00:00",8.52,8.57
6962181067,"2016-04-25 00:00:00",6.67,6.92
6962181067,"2016-04-26 00:00:00",7.35,7.43
6962181067,"2016-04-27 00:00:00",7.58,7.78
6962181067,"2016-04-28 00:00:00",7.33,7.55
6962181067,"2016-04-29 00:00:00",7.22,7.45
6962181067,"2016-04-30 00:00:00",7.03,7.07
6962181067,"2016-05-01 00:00:00",6.85,7.1
6962181067,"2016-05-02 00:00:00",7.77,8.03
6962181067,"2016-05-03 00:00:00",6.57,6.97
6962181067,"2016-05-04 00:00:00",7.37,7.58
6962181067,"2016-05-05 00:00:00",7.78,8.18
6962181067,"2016-05-06 00:00:00",7.38,7.7
6962181067,"2016-05-07 00:00:00",4.97,5.57
6962181067,"2016-05-08 00:00:00",9.02,9.48
6962181067,"2016-05-09 00:00:00",8.15,8.28
6962181067,"2016-05-10 00:00:00",7.82,8.02
6962181067,"2016-05-11 00:00:00",7.53,8
6962181067,"2016-05-12 00:00:00",8.6,8.92
7086361926,"2016-04-12 00:00:00",8.57,8.75
7086361926,"2016-04-13 00:00:00",7.52,7.75
7086361926,"2016-04-14 00:00:00",7.87,7.93
7086361926,"2016-04-15 00:00:00",6.28,6.43
7086361926,"2016-04-19 00:00:00",7.87,8.05
7086361926,"2016-04-20 00:00:00",8.2,8.37
7086361926,"2016-04-21 00:00:00",6.5,6.85
7086361926,"2016-04-22 00:00:00",7.13,7.47
7086361926,"2016-04-24 00:00:00",11.35,11.73
7086361926,"2016-04-25 00:00:00",7.43,7.45
7086361926,"2016-04-26 00:00:00",8.08,8.33
7086361926,"2016-04-27 00:00:00",7.82,7.98
7086361926,"2016-04-28 00:00:00",5.9,6.12
7086361926,"2016-04-30 00:00:00",8.08,8.15
7086361926,"2016-05-01 00:00:00",6.47,6.78
7086361926,"2016-05-02 00:00:00",7.33,7.65
7086361926,"2016-05-03 00:00:00",7.6,7.68
7086361926,"2016-05-04 00:00:00",7,7.27
7086361926,"2016-05-06 00:00:00",5.37,5.55
7086361926,"2016-05-07 00:00:00",8.83,9.13
7086361926,"2016-05-08 00:00:00",8.02,8.5
7086361926,"2016-05-09 00:00:00",7.12,7.3
7086361926,"2016-05-11 00:00:00",7.52,7.72
7086361926,"2016-05-12 00:00:00",7.4,7.62
8378563200,"2016-04-12 00:00:00",5.63,5.93
8378563200,"2016-04-13 00:00:00",7.45,8.12
8378563200,"2016-04-14 00:00:00",7.07,7.58
8378563200,"2016-04-15 00:00:00",8.55,8.88
8378563200,"2016-04-16 00:00:00",10.18,11.48
8378563200,"2016-04-17 00:00:00",8.75,9.85
8378563200,"2016-04-18 00:00:00",6.63,7.52
8378563200,"2016-04-19 00:00:00",6.45,7.02
8378563200,"2016-04-20 00:00:00",6.35,6.82
8378563200,"2016-04-21 00:00:00",6.6,6.95
8378563200,"2016-04-22 00:00:00",7.35,7.82
8378563200,"2016-04-23 00:00:00",9.42,9.85
8378563200,"2016-04-24 00:00:00",7.63,8.2
8378563200,"2016-04-25 00:00:00",6.47,6.7
8378563200,"2016-04-26 00:00:00",9.17,9.73
8378563200,"2016-04-27 00:00:00",8.85,10
8378563200,"2016-04-28 00:00:00",8.43,9.27
8378563200,"2016-04-29 00:00:00",8.78,9.37
8378563200,"2016-04-30 00:00:00",7.8,9.25
8378563200,"2016-05-01 00:00:00",7.92,8.98
8378563200,"2016-05-02 00:00:00",5.85,6.42
8378563200,"2016-05-03 00:00:00",6.75,7.15
8378563200,"2016-05-04 00:00:00",7.35,7.95
8378563200,"2016-05-05 00:00:00",6.35,6.95
8378563200,"2016-05-06 00:00:00",5.38,5.92
8378563200,"2016-05-07 00:00:00",7.65,8.55
8378563200,"2016-05-08 00:00:00",9.08,10.1
8378563200,"2016-05-09 00:00:00",5.98,6.65
8378563200,"2016-05-10 00:00:00",5.7,6.52
8378563200,"2016-05-11 00:00:00",6.13,6.45
8378563200,"2016-05-12 00:00:00",8.27,9.1
